Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,ICU,Sequence Only,0.345,0.5432,0.155,0.1507,0.7934,0.2532,16,8.3,14d2082d80407129
CNN-k23,ICU,Sequence + Tabular,0.7576,0.7864,0.4382,0.3207,0.6544,0.4304,22,13.1,14d2082d80407129
CNN-k23,SW,Sequence Only,0.6836,0.6963,0.6346,0.7117,0.5264,0.6052,21,2.1,476006eb47fe7cf9
CNN-k23,SW,Sequence + Tabular,0.7432,0.8089,0.8067,0.7455,0.6721,0.7069,41,4.8,476006eb47fe7cf9
