Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,SW,Sequence Only,0.3807,0.5624,0.1075,0.1037,0.7506,0.1822,21,10.2,0f50fb19f263c430
CNN-k23,SW,Sequence + Tabular,0.7651,0.8305,0.3086,0.2495,0.7749,0.3774,26,14.1,0f50fb19f263c430
