Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,SW,Sequence Only,0.3278,0.6201,0.0311,0.029,0.8734,0.0562,24,11.7,0f50fb19f263c430
CNN-k23,SW,Sequence + Tabular,0.7288,0.8399,0.1088,0.067,0.8377,0.124,26,14.6,0f50fb19f263c430
