Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,SW,Sequence Only,0.3397,0.621,0.0314,0.0293,0.8669,0.0568,30,14.5,0f50fb19f263c430
CNN-k23,SW,Sequence + Tabular,0.7983,0.833,0.1133,0.0762,0.7013,0.1375,21,11.8,0f50fb19f263c430
