Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,SW,Sequence Only,0.363,0.5537,0.0895,0.0858,0.7512,0.154,23,11.0,0f50fb19f263c430
CNN-k23,SW,Sequence + Tabular,0.7566,0.8291,0.2729,0.2087,0.7715,0.3285,21,11.5,0f50fb19f263c430
