Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,SW,Sequence Only,0.365,0.5636,0.1068,0.1034,0.77,0.1823,34,16.0,0f50fb19f263c430
CNN-k23,SW,Sequence + Tabular,0.7814,0.832,0.3107,0.2611,0.753,0.3877,28,15.1,0f50fb19f263c430
