Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,SW,Sequence Only,0.3726,0.5641,0.1091,0.1035,0.7603,0.1822,28,13.6,0f50fb19f263c430
CNN-k23,SW,Sequence + Tabular,0.7814,0.8284,0.3159,0.2604,0.749,0.3865,26,14.4,0f50fb19f263c430
