Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,ICU,Sequence Only,0.3112,0.539,0.1637,0.1612,0.8428,0.2706,33,20.0,6e09b6e8a1606e84
CNN-k23,ICU,Sequence + Tabular,0.7777,0.8129,0.5252,0.3721,0.6785,0.4807,23,16.0,6e09b6e8a1606e84
CNN-k23,SW,Sequence Only,0.874,0.6476,0.3313,0.6051,0.2654,0.369,30,14.2,0f50fb19f263c430
CNN-k23,SW,Sequence + Tabular,0.8527,0.8802,0.6191,0.4788,0.6912,0.5657,37,20.3,0f50fb19f263c430
