Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,SW,Sequence Only,0.3739,0.5561,0.0892,0.0861,0.7396,0.1542,17,8.4,0f50fb19f263c430
CNN-k23,SW,Sequence + Tabular,0.7875,0.8299,0.2639,0.2275,0.7319,0.3471,29,15.7,0f50fb19f263c430
