Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,ICU,Sequence Only,0.3547,0.5511,0.157,0.151,0.7812,0.2532,18,9.4,14d2082d80407129
CNN-k23,ICU,Sequence + Tabular,0.769,0.7857,0.4363,0.3315,0.6393,0.4366,25,14.9,14d2082d80407129
CNN-k23,SW,Sequence Only,0.6839,0.6979,0.6398,0.7073,0.5357,0.6096,22,2.2,476006eb47fe7cf9
CNN-k23,SW,Sequence + Tabular,0.7304,0.8024,0.7998,0.7194,0.6798,0.6991,50,5.8,476006eb47fe7cf9
