Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,SW,Sequence Only,0.3711,0.5549,0.0889,0.0857,0.7396,0.1536,23,10.8,0f50fb19f263c430
CNN-k23,SW,Sequence + Tabular,0.7779,0.8285,0.2695,0.2204,0.7406,0.3397,31,16.9,0f50fb19f263c430
