Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,ICU,Sequence Only,0.3507,0.5503,0.1593,0.1508,0.7856,0.253,16,8.3,14d2082d80407129
CNN-k23,ICU,Sequence + Tabular,0.7517,0.7873,0.4391,0.3159,0.6636,0.428,30,17.7,14d2082d80407129
CNN-k23,SW,Sequence Only,0.6825,0.6969,0.6386,0.6999,0.5442,0.6123,35,3.6,476006eb47fe7cf9
CNN-k23,SW,Sequence + Tabular,0.7346,0.8056,0.8007,0.7289,0.6752,0.701,36,4.2,476006eb47fe7cf9
