Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,ICU,Sequence Only,0.3384,0.5442,0.1562,0.1506,0.8026,0.2536,42,21.3,14d2082d80407129
CNN-k23,ICU,Sequence + Tabular,0.7583,0.7882,0.4391,0.3215,0.6544,0.4312,24,14.2,14d2082d80407129
CNN-k23,SW,Sequence Only,0.6843,0.6972,0.6405,0.7137,0.5256,0.6054,18,1.8,476006eb47fe7cf9
CNN-k23,SW,Sequence + Tabular,0.7361,0.8025,0.8006,0.7286,0.6806,0.7038,60,7.0,476006eb47fe7cf9
