Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,ICU,Sequence Only,0.3169,0.535,0.1625,0.1603,0.8268,0.2685,34,20.2,6e09b6e8a1606e84
CNN-k23,ICU,Sequence + Tabular,0.7867,0.8114,0.5299,0.3828,0.6648,0.4859,28,19.4,6e09b6e8a1606e84
CNN-k23,SW,Sequence Only,0.8754,0.6508,0.3357,0.6232,0.259,0.3659,16,7.5,0f50fb19f263c430
CNN-k23,SW,Sequence + Tabular,0.8362,0.8786,0.6179,0.4451,0.7303,0.5531,39,21.2,0f50fb19f263c430
