Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,SW,Sequence Only,0.4334,0.6206,0.0312,0.0306,0.7727,0.0588,30,14.8,0f50fb19f263c430
CNN-k23,SW,Sequence + Tabular,0.6939,0.8418,0.1181,0.0619,0.8734,0.1157,22,12.8,0f50fb19f263c430
