Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,ICU,Sequence Only,0.6271,0.5275,0.1262,0.1249,0.3561,0.1849,12,7.6,6e09b6e8a1606e84
CNN-k23,ICU,Sequence + Tabular,0.7517,0.7824,0.38,0.2748,0.6653,0.389,22,16.3,6e09b6e8a1606e84
CNN-k23,SW,Sequence Only,0.908,0.6905,0.3583,0.5161,0.3684,0.4299,29,14.1,0f50fb19f263c430
CNN-k23,SW,Sequence + Tabular,0.8328,0.8935,0.6027,0.3337,0.7787,0.4672,23,13.3,0f50fb19f263c430
