Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,SW,Sequence Only,0.3847,0.5641,0.1071,0.1049,0.7563,0.1843,32,15.4,0f50fb19f263c430
CNN-k23,SW,Sequence + Tabular,0.7953,0.8274,0.3036,0.2711,0.7263,0.3948,36,19.6,0f50fb19f263c430
