Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-k23,SW,Sequence Only,0.3375,0.6202,0.0315,0.0294,0.8701,0.0568,29,14.2,0f50fb19f263c430
CNN-k23,SW,Sequence + Tabular,0.7455,0.8326,0.1086,0.068,0.7955,0.1253,19,10.9,0f50fb19f263c430
