Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-LSTM,SW,Sequence Only,0.3601,0.5621,0.1061,0.1035,0.7781,0.1827,31,17.1,0f50fb19f263c430
CNN-LSTM,SW,Sequence + Tabular,0.8055,0.8349,0.3256,0.2832,0.7296,0.4081,33,20.6,0f50fb19f263c430
