Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-LSTM,SW,Sequence Only,0.3285,0.617,0.031,0.029,0.8701,0.0561,25,14.1,0f50fb19f263c430
CNN-LSTM,SW,Sequence + Tabular,0.7333,0.8441,0.1036,0.0692,0.8539,0.128,24,15.0,0f50fb19f263c430
