Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-LSTM,SW,Sequence Only,0.3293,0.6193,0.0308,0.029,0.8701,0.0561,13,7.9,0f50fb19f263c430
CNN-LSTM,SW,Sequence + Tabular,0.7907,0.8446,0.1082,0.0796,0.7695,0.1442,31,20.2,0f50fb19f263c430
