Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-LSTM,SW,Sequence Only,0.3582,0.5545,0.0884,0.0855,0.7541,0.1535,23,12.8,0f50fb19f263c430
CNN-LSTM,SW,Sequence + Tabular,0.7909,0.8304,0.2609,0.2298,0.7271,0.3492,28,17.4,0f50fb19f263c430
