Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-LSTM,ICU,Sequence Only,0.3444,0.5439,0.1562,0.1507,0.7944,0.2533,29,17.2,14d2082d80407129
CNN-LSTM,ICU,Sequence + Tabular,0.7317,0.7845,0.4347,0.2997,0.6855,0.417,20,13.5,14d2082d80407129
CNN-LSTM,SW,Sequence Only,0.6836,0.6958,0.6358,0.7087,0.5318,0.6076,37,4.4,476006eb47fe7cf9
CNN-LSTM,SW,Sequence + Tabular,0.7364,0.8053,0.8055,0.7505,0.6411,0.6915,37,4.9,476006eb47fe7cf9
