Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-LSTM,ICU,Sequence Only,0.2501,0.5316,0.1612,0.1577,0.9091,0.2688,13,9.4,6e09b6e8a1606e84
CNN-LSTM,ICU,Sequence + Tabular,0.78,0.8093,0.5229,0.3746,0.673,0.4813,25,20.0,6e09b6e8a1606e84
CNN-LSTM,SW,Sequence Only,0.8753,0.6471,0.3275,0.6223,0.2579,0.3647,16,9.0,0f50fb19f263c430
CNN-LSTM,SW,Sequence + Tabular,0.8338,0.8796,0.6132,0.4423,0.7566,0.5583,31,19.8,0f50fb19f263c430
