Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-LSTM,SW,Sequence Only,0.401,0.5639,0.1069,0.1059,0.7409,0.1852,32,18.7,0f50fb19f263c430
CNN-LSTM,SW,Sequence + Tabular,0.7807,0.8296,0.3121,0.257,0.7328,0.3805,28,17.9,0f50fb19f263c430
