Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-LSTM,ICU,Sequence Only,0.6011,0.5271,0.1255,0.1245,0.3909,0.1889,13,9.3,6e09b6e8a1606e84
CNN-LSTM,ICU,Sequence + Tabular,0.7418,0.7887,0.3814,0.2715,0.6972,0.3908,30,23.7,6e09b6e8a1606e84
CNN-LSTM,SW,Sequence Only,0.9232,0.6942,0.3595,0.6784,0.3502,0.4619,13,7.1,0f50fb19f263c430
CNN-LSTM,SW,Sequence + Tabular,0.8568,0.8934,0.6065,0.3702,0.7431,0.4942,37,23.0,0f50fb19f263c430
