Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-LSTM,ICU,Sequence Only,0.1781,0.5208,0.1242,0.1227,0.9626,0.2177,12,8.6,6e09b6e8a1606e84
CNN-LSTM,ICU,Sequence + Tabular,0.7606,0.7855,0.3819,0.2824,0.6584,0.3952,24,19.0,6e09b6e8a1606e84
CNN-LSTM,SW,Sequence Only,0.9148,0.6938,0.3591,0.5748,0.3644,0.4461,17,9.3,0f50fb19f263c430
CNN-LSTM,SW,Sequence + Tabular,0.838,0.8938,0.6006,0.3406,0.77,0.4722,22,13.8,0f50fb19f263c430
