Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-LSTM,ICU,Sequence Only,0.302,0.5373,0.1271,0.1271,0.8307,0.2204,28,19.5,6e09b6e8a1606e84
CNN-LSTM,ICU,Sequence + Tabular,0.7393,0.7864,0.3888,0.2674,0.6868,0.3849,38,29.8,6e09b6e8a1606e84
CNN-LSTM,SW,Sequence Only,0.9099,0.692,0.3578,0.5309,0.3668,0.4338,17,9.2,0f50fb19f263c430
CNN-LSTM,SW,Sequence + Tabular,0.8392,0.8955,0.6005,0.3428,0.7715,0.4747,21,13.1,0f50fb19f263c430
