Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-LSTM,ICU,Sequence Only,0.2351,0.5247,0.1251,0.1243,0.8994,0.2184,12,8.3,6e09b6e8a1606e84
CNN-LSTM,ICU,Sequence + Tabular,0.7652,0.7871,0.3832,0.287,0.6579,0.3997,26,20.3,6e09b6e8a1606e84
CNN-LSTM,SW,Sequence Only,0.926,0.6901,0.3459,0.7243,0.3447,0.4671,12,6.6,0f50fb19f263c430
CNN-LSTM,SW,Sequence + Tabular,0.8625,0.8973,0.6096,0.3821,0.7455,0.5052,33,20.4,0f50fb19f263c430
