Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-LSTM,ICU,Sequence Only,0.3087,0.5275,0.1601,0.1569,0.8139,0.2631,13,9.6,6e09b6e8a1606e84
CNN-LSTM,ICU,Sequence + Tabular,0.7949,0.8117,0.5287,0.3938,0.6543,0.4917,25,20.2,6e09b6e8a1606e84
CNN-LSTM,SW,Sequence Only,0.8733,0.6471,0.3247,0.6007,0.2606,0.3635,11,6.2,0f50fb19f263c430
CNN-LSTM,SW,Sequence + Tabular,0.8352,0.8817,0.6179,0.4444,0.7496,0.558,29,18.6,0f50fb19f263c430
