Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-LSTM,ICU,Sequence Only,0.3346,0.5448,0.154,0.1508,0.8104,0.2543,18,10.7,14d2082d80407129
CNN-LSTM,ICU,Sequence + Tabular,0.7646,0.7872,0.4385,0.3275,0.6471,0.4349,24,16.1,14d2082d80407129
CNN-LSTM,SW,Sequence Only,0.6839,0.6954,0.6347,0.709,0.5326,0.6082,37,4.4,476006eb47fe7cf9
CNN-LSTM,SW,Sequence + Tabular,0.7386,0.8068,0.8054,0.7376,0.6713,0.7029,33,4.4,476006eb47fe7cf9
