Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN-LSTM,SW,Sequence Only,0.3635,0.5515,0.0871,0.0853,0.7454,0.1531,15,8.9,0f50fb19f263c430
CNN-LSTM,SW,Sequence + Tabular,0.7917,0.8283,0.2646,0.2288,0.7165,0.3468,29,18.1,0f50fb19f263c430
