Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,ICU,Sequence Only,0.3157,0.5396,0.1652,0.1612,0.8357,0.2703,25,17.4,6e09b6e8a1606e84
CNN,ICU,Sequence + Tabular,0.7544,0.8059,0.5195,0.3474,0.7054,0.4655,17,13.3,6e09b6e8a1606e84
CNN,SW,Sequence Only,0.8688,0.6473,0.3322,0.5558,0.2724,0.3656,31,16.9,0f50fb19f263c430
CNN,SW,Sequence + Tabular,0.8357,0.8798,0.6201,0.4456,0.7539,0.5602,32,19.7,0f50fb19f263c430
