Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,SW,Sequence Only,0.4745,0.6246,0.0315,0.0312,0.7305,0.0599,20,11.5,0f50fb19f263c430
CNN,SW,Sequence + Tabular,0.7459,0.8421,0.1224,0.0689,0.8052,0.1269,17,10.5,0f50fb19f263c430
