Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,ICU,Sequence Only,0.2972,0.5357,0.1268,0.1267,0.8342,0.22,19,13.2,6e09b6e8a1606e84
CNN,ICU,Sequence + Tabular,0.72,0.7858,0.3793,0.2552,0.7072,0.3751,25,19.8,6e09b6e8a1606e84
CNN,SW,Sequence Only,0.9116,0.6922,0.3595,0.5457,0.3636,0.4364,13,7.1,0f50fb19f263c430
CNN,SW,Sequence + Tabular,0.8696,0.8911,0.6028,0.3935,0.7115,0.5068,32,19.5,0f50fb19f263c430
