Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,ICU,Sequence Only,0.3342,0.5416,0.1553,0.1505,0.8085,0.2537,22,12.7,14d2082d80407129
CNN,ICU,Sequence + Tabular,0.7464,0.7822,0.436,0.3116,0.6709,0.4255,26,17.1,14d2082d80407129
CNN,SW,Sequence Only,0.6857,0.6992,0.6367,0.7109,0.5357,0.611,26,2.9,476006eb47fe7cf9
CNN,SW,Sequence + Tabular,0.7396,0.8054,0.8024,0.7309,0.6884,0.709,50,6.4,476006eb47fe7cf9
