Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,SW,Sequence Only,0.3772,0.5545,0.0888,0.0862,0.7367,0.1544,28,14.9,0f50fb19f263c430
CNN,SW,Sequence + Tabular,0.793,0.8251,0.2566,0.2298,0.7155,0.3479,34,20.6,0f50fb19f263c430
