Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,ICU,Sequence Only,0.2976,0.5375,0.1275,0.1266,0.8332,0.2199,15,10.4,6e09b6e8a1606e84
CNN,ICU,Sequence + Tabular,0.7122,0.7823,0.3804,0.2493,0.7077,0.3688,15,12.0,6e09b6e8a1606e84
CNN,SW,Sequence Only,0.9074,0.6936,0.3589,0.5114,0.3715,0.4304,16,8.5,0f50fb19f263c430
CNN,SW,Sequence + Tabular,0.832,0.8918,0.6024,0.3324,0.7787,0.4659,21,12.7,0f50fb19f263c430
