Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,SW,Sequence Only,0.3747,0.5575,0.09,0.0863,0.7406,0.1546,20,10.9,0f50fb19f263c430
CNN,SW,Sequence + Tabular,0.8133,0.8235,0.2609,0.2412,0.6615,0.3535,33,19.8,0f50fb19f263c430
