Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,ICU,Sequence Only,0.3208,0.5389,0.1632,0.1612,0.8279,0.2699,19,13.4,6e09b6e8a1606e84
CNN,ICU,Sequence + Tabular,0.7926,0.8109,0.5249,0.39,0.6512,0.4878,29,22.7,6e09b6e8a1606e84
CNN,SW,Sequence Only,0.8759,0.6479,0.3317,0.6292,0.2584,0.3664,16,8.7,0f50fb19f263c430
CNN,SW,Sequence + Tabular,0.8299,0.8779,0.6176,0.4358,0.7646,0.5552,28,17.4,0f50fb19f263c430
