Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,SW,Sequence Only,0.3363,0.6243,0.0314,0.0294,0.8734,0.0569,26,14.3,0f50fb19f263c430
CNN,SW,Sequence + Tabular,0.6677,0.8341,0.109,0.0567,0.8636,0.1065,25,16.1,0f50fb19f263c430
