Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,SW,Sequence Only,0.4216,0.5631,0.1057,0.1065,0.7166,0.1855,20,10.8,0f50fb19f263c430
CNN,SW,Sequence + Tabular,0.7913,0.8262,0.3106,0.2652,0.7174,0.3872,25,15.1,0f50fb19f263c430
