Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,SW,Sequence Only,0.4715,0.5642,0.1074,0.1077,0.6518,0.1848,17,9.2,0f50fb19f263c430
CNN,SW,Sequence + Tabular,0.7259,0.826,0.3186,0.2242,0.8057,0.3508,21,12.7,0f50fb19f263c430
