Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,ICU,Sequence Only,0.3456,0.5452,0.1551,0.1513,0.7973,0.2543,14,8.2,14d2082d80407129
CNN,ICU,Sequence + Tabular,0.7718,0.7852,0.4342,0.3343,0.6354,0.4381,20,13.2,14d2082d80407129
CNN,SW,Sequence Only,0.6854,0.6938,0.6361,0.711,0.5341,0.61,16,1.9,476006eb47fe7cf9
CNN,SW,Sequence + Tabular,0.7371,0.8072,0.8057,0.727,0.6876,0.7068,32,4.2,476006eb47fe7cf9
