Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,SW,Sequence Only,0.3339,0.6224,0.031,0.0293,0.8734,0.0567,19,10.8,0f50fb19f263c430
CNN,SW,Sequence + Tabular,0.7357,0.8309,0.1057,0.067,0.8149,0.1239,22,14.2,0f50fb19f263c430
