Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,SW,Sequence Only,0.4455,0.5606,0.1052,0.1066,0.6818,0.1843,19,10.5,0f50fb19f263c430
CNN,SW,Sequence + Tabular,0.7807,0.8309,0.3149,0.2609,0.7563,0.388,30,18.3,0f50fb19f263c430
