Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,ICU,Sequence Only,0.2786,0.5415,0.1556,0.1478,0.8712,0.2527,11,6.5,14d2082d80407129
CNN,ICU,Sequence + Tabular,0.7419,0.7899,0.4375,0.3081,0.6772,0.4235,27,17.8,14d2082d80407129
CNN,SW,Sequence Only,0.6843,0.697,0.6378,0.7101,0.5318,0.6082,35,4.0,476006eb47fe7cf9
CNN,SW,Sequence + Tabular,0.7429,0.8047,0.8037,0.744,0.6736,0.7071,42,5.4,476006eb47fe7cf9
