Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
CNN,SW,Sequence Only,0.4334,0.5575,0.0889,0.0872,0.6702,0.1544,20,10.9,0f50fb19f263c430
CNN,SW,Sequence + Tabular,0.7563,0.8262,0.2606,0.2089,0.7743,0.329,31,18.4,0f50fb19f263c430
