Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
RNN,SW,Sequence Only,0.3249,0.617,0.031,0.0291,0.8799,0.0564,30,28.8,0f50fb19f263c430
RNN,SW,Sequence + Tabular,0.6752,0.8395,0.1053,0.058,0.8636,0.1087,20,20.8,0f50fb19f263c430
