Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
RNN,ICU,Sequence Only,0.2655,0.5294,0.1607,0.1571,0.881,0.2667,12,14.4,6e09b6e8a1606e84
RNN,ICU,Sequence + Tabular,0.7906,0.8136,0.5266,0.3881,0.6609,0.489,28,35.4,6e09b6e8a1606e84
RNN,SW,Sequence Only,0.8746,0.6464,0.3316,0.6134,0.2611,0.3663,25,23.0,0f50fb19f263c430
RNN,SW,Sequence + Tabular,0.8142,0.8784,0.6134,0.4117,0.7887,0.541,26,25.9,0f50fb19f263c430
