Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
RNN,ICU,Sequence Only,0.3001,0.5339,0.1622,0.1598,0.8494,0.269,39,45.3,6e09b6e8a1606e84
RNN,ICU,Sequence + Tabular,0.7886,0.8097,0.5279,0.3855,0.6637,0.4877,21,26.5,6e09b6e8a1606e84
RNN,SW,Sequence Only,0.8753,0.6472,0.3346,0.6215,0.2606,0.3672,17,15.6,0f50fb19f263c430
RNN,SW,Sequence + Tabular,0.8423,0.8797,0.6215,0.4573,0.7287,0.5619,28,27.8,0f50fb19f263c430
