Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
RNN,SW,Sequence Only,0.3769,0.5632,0.1059,0.1029,0.749,0.181,16,15.1,0f50fb19f263c430
RNN,SW,Sequence + Tabular,0.794,0.8343,0.3138,0.2711,0.7352,0.3962,33,32.7,0f50fb19f263c430
