Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
RNN,SW,Sequence Only,0.378,0.5625,0.1057,0.1044,0.7611,0.1836,17,16.0,0f50fb19f263c430
RNN,SW,Sequence + Tabular,0.7712,0.8312,0.3122,0.2538,0.7676,0.3815,24,23.8,0f50fb19f263c430
