Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
RNN,SW,Sequence Only,0.3359,0.5549,0.0875,0.0841,0.7686,0.1515,13,12.7,0f50fb19f263c430
RNN,SW,Sequence + Tabular,0.8121,0.8277,0.2666,0.2431,0.6789,0.358,39,38.9,0f50fb19f263c430
