Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
RNN,SW,Sequence Only,0.4261,0.6178,0.0307,0.0302,0.7727,0.0581,45,42.9,0f50fb19f263c430
RNN,SW,Sequence + Tabular,0.7701,0.8443,0.1033,0.0754,0.8019,0.1379,18,18.9,0f50fb19f263c430
