Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
RNN,SW,Sequence Only,0.4566,0.6272,0.0317,0.0312,0.7565,0.06,13,12.5,0f50fb19f263c430
RNN,SW,Sequence + Tabular,0.7467,0.847,0.1091,0.0724,0.8506,0.1334,29,30.2,0f50fb19f263c430
