Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
RNN,SW,Sequence Only,0.399,0.5511,0.0876,0.0868,0.7126,0.1547,15,14.0,0f50fb19f263c430
RNN,SW,Sequence + Tabular,0.7901,0.8323,0.2701,0.2294,0.729,0.349,34,33.8,0f50fb19f263c430
