Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
RNN,ICU,Sequence Only,0.305,0.5453,0.1583,0.1501,0.8503,0.2551,22,22.2,14d2082d80407129
RNN,ICU,Sequence + Tabular,0.7202,0.7941,0.4461,0.2952,0.7195,0.4186,30,32.5,14d2082d80407129
RNN,SW,Sequence Only,0.6825,0.6935,0.6314,0.7082,0.5287,0.6054,44,8.6,476006eb47fe7cf9
RNN,SW,Sequence + Tabular,0.7421,0.8077,0.8062,0.7527,0.6558,0.7009,45,9.5,476006eb47fe7cf9
