Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
RNN,ICU,Sequence Only,0.2636,0.5245,0.1592,0.1577,0.8888,0.2679,13,15.6,6e09b6e8a1606e84
RNN,ICU,Sequence + Tabular,0.7479,0.8086,0.5222,0.3418,0.7163,0.4628,16,20.5,6e09b6e8a1606e84
RNN,SW,Sequence Only,0.8714,0.6452,0.3299,0.5801,0.266,0.3647,29,26.7,0f50fb19f263c430
RNN,SW,Sequence + Tabular,0.824,0.8793,0.6182,0.426,0.7721,0.5491,30,29.9,0f50fb19f263c430
