Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
RNN,ICU,Sequence Only,0.3351,0.5403,0.1521,0.1507,0.8089,0.2541,17,17.2,14d2082d80407129
RNN,ICU,Sequence + Tabular,0.7679,0.7901,0.4396,0.3307,0.6427,0.4367,36,39.1,14d2082d80407129
RNN,SW,Sequence Only,0.6854,0.6946,0.6355,0.7169,0.524,0.6055,36,7.1,476006eb47fe7cf9
RNN,SW,Sequence + Tabular,0.74,0.8062,0.8053,0.7373,0.6767,0.7057,37,7.8,476006eb47fe7cf9
