Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
RNN,SW,Sequence Only,0.3528,0.6237,0.0321,0.0294,0.8506,0.0568,38,36.5,0f50fb19f263c430
RNN,SW,Sequence + Tabular,0.8001,0.8409,0.1073,0.0831,0.7695,0.15,45,47.0,0f50fb19f263c430
