Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiLSTM,SW,Sequence Only,0.3484,0.5636,0.1085,0.1019,0.7789,0.1802,26,27.1,0f50fb19f263c430
BiLSTM,SW,Sequence + Tabular,0.7997,0.8345,0.3132,0.2756,0.7239,0.3992,30,32.8,0f50fb19f263c430
