Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiLSTM,ICU,Sequence Only,0.3239,0.5507,0.1553,0.1504,0.824,0.2544,18,22.0,14d2082d80407129
BiLSTM,ICU,Sequence + Tabular,0.7792,0.7912,0.4389,0.3425,0.6276,0.4432,38,45.4,14d2082d80407129
BiLSTM,SW,Sequence Only,0.685,0.6955,0.6364,0.7156,0.5248,0.6055,18,3.9,476006eb47fe7cf9
BiLSTM,SW,Sequence + Tabular,0.7393,0.8053,0.8037,0.7353,0.6783,0.7056,29,6.9,476006eb47fe7cf9
