Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id
BiLSTM,SW,Sequence Only,0.3531,0.562,0.1076,0.1023,0.7765,0.1808,28,28.8,0f50fb19f263c430
BiLSTM,SW,Sequence + Tabular,0.774,0.8309,0.3061,0.255,0.7595,0.3818,29,31.6,0f50fb19f263c430
